"","X","id","gender","word","v","c1","c2","syldur","cdur","vdur","precbound","folbound","speechrate","fromstart","fromend","speaker","func","folacc","voic"
"451",534,"911_si_tu","F","si","i","s","t",177,109,58,"2","-",4.71127,0,3,"F16R","f",FALSE,TRUE
"452",535,"91_étudiants","M","étudiants","y","t","d",172,119,43,"-","1",5.75489,3,1,"M09L","c",TRUE,TRUE
"453",536,"921_qui_te","M","qui","i","k","t",164,105,49,"1","-",6.28357,0,1,"M19R","f",TRUE,TRUE
"454",537,"932_si_par","F","si","i","s","p",161,110,41,"2","-",6.45969,0,3,"F04R","f",FALSE,TRUE
"455",538,"93_si_t_","F","si","i","s","t",125,76,39,"-","-",7.29121,2,3,"F06R","f",FALSE,TRUE
"456",539,"94_tu_parles","F","tu","y","t","p",113,91,12,"2","-",7.94833,0,1,"F10L","f",TRUE,TRUE
"457",540,"953_si_tu","F","si","i","s","t",155,113,32,"2","-",5.7678,0,2,"F10R","f",FALSE,TRUE
"458",541,"957_si_tu","M","si","i","s","t",117,107,0,"1","-",10.75574,0,10,"M20R","f",FALSE,FALSE
"459",542,"962_qui_présentait","F","qui","i","k","p",140,113,17,"1","-",6.23002,0,3,"F06R","f",FALSE,TRUE
"460",543,"96_étudiants","F","étudiants","y","t","d",145,116,19,"-","1",7.02758,2,1,"F06R","c",TRUE,TRUE
"461",544,"970_qui_peut","M","qui","i","k","p",78,38,30,"-","-",6.02263,1,3,"M11R","f",FALSE,TRUE
"462",545,"978_si_tu","F","si","i","s","t",113,103,0,"2","-",10.46272,0,2,"F16L","f",FALSE,FALSE
"463",548,"997_si_tu","M","si","i","s","t",90,80,0,"2","-",5.50808,0,3,"M23R","f",FALSE,FALSE
"464",549,"99_écoutez","M","écoutez","u","k","t",145,110,25,"-","1",11.74897,2,1,"M09R","c",TRUE,TRUE
"465",550,"9_tu_me","F","tu","y","t","m",150,140,0,"2","-",5.64863,0,2,"F13L","f",FALSE,FALSE
